Mach, CD_Power_On
9.11, 0.160262972078165
9.12, 0.1601993111034
9.13, 0.160135789106121
9.14, 0.160072426058765
9.15, 0.160009221309149
9.16, 0.159946154384086
9.17, 0.159883253855382
9.18, 0.159820501034668
9.19, 0.159757893841538
9.20, 0.159695443037929
9.21, 0.159633147172735
9.22, 0.159570985678659
9.23, 0.159508979167371
9.24, 0.159447126017506
9.25, 0.159385415964657
9.26, 0.159323859068264
9.27, 0.159262444619556
9.28, 0.159201181546282
9.29, 0.159140060520944
9.30, 0.159079080227877
9.31, 0.159018250308353
9.32, 0.158957570824572
9.33, 0.158897030401192
9.34, 0.158836629321793
9.35, 0.158776376114785
9.36, 0.158716261841682
9.37, 0.158656295152251
9.38, 0.158596465994212
9.39, 0.158536782860192
9.40, 0.158477226871946
9.41, 0.158417826290985
